Gene_Id,padj,logFC,Classification
208554_at,0.4179,-1.6483897,Not Significant
221144_at,0.4179,-1.0376783,Not Significant
212630_at,0.4179,1.2845175,Not Significant
219329_s_at,0.4179,1.6236682,Not Significant
221116_at,0.4179,-1.2916272,Not Significant
214086_s_at,0.4179,1.2925886,Not Significant
209752_at,0.4179,-1.0830458,Not Significant
219461_at,0.4179,-1.0678372,Not Significant
219948_x_at,0.4179,-1.6305459,Not Significant
202674_s_at,0.4179,1.1594873,Not Significant
212676_at,0.4179,0.9414028,Not Significant
39248_at,0.4179,2.1079169,Not Significant
207166_at,0.4179,-1.0457796,Not Significant
204289_at,0.4179,-0.9771188,Not Significant
209751_s_at,0.4179,-0.7582825,Not Significant
213175_s_at,0.4179,1.5983953,Not Significant
219212_at,0.4179,1.4214704,Not Significant
208659_at,0.4179,1.4509553,Not Significant
202611_s_at,0.4179,1.9160296,Not Significant
211951_at,0.4179,1.2390562,Not Significant
208319_s_at,0.4179,1.8071926,Not Significant
214176_s_at,0.4179,0.9009633,Not Significant
200943_at,0.4179,1.5981784,Not Significant
177_at,0.4179,-0.6493478,Not Significant
209875_s_at,0.4179,1.0134334,Not Significant
215595_x_at,0.4179,1.2944022,Not Significant
214592_s_at,0.4179,-0.8242001,Not Significant
200066_at,0.4179,1.4524332,Not Significant
207488_at,0.4179,-1.0644684,Not Significant
208947_s_at,0.4179,-0.9779861,Not Significant
200712_s_at,0.4179,0.8372889,Not Significant
220089_at,0.4179,1.6990542,Not Significant
210756_s_at,0.4179,-0.7292031,Not Significant
210764_s_at,0.4179,-1.3837448,Not Significant
212282_at,0.4179,1.5644628,Not Significant
201789_at,0.4179,-1.5511361,Not Significant
218143_s_at,0.4179,-0.7986867,Not Significant
214439_x_at,0.4179,-1.493006,Not Significant
220837_at,0.4179,-1.5078262,Not Significant
218117_at,0.4179,1.3175584,Not Significant
217814_at,0.4179,1.1182051,Not Significant
215862_at,0.4179,-0.8143492,Not Significant
208461_at,0.4179,0.8310241,Not Significant
218766_s_at,0.4179,1.2556515,Not Significant
208510_s_at,0.4179,-1.6480794,Not Significant
200097_s_at,0.4179,0.8523231,Not Significant
202220_at,0.4179,0.6810606,Not Significant
202712_s_at,0.4179,0.7480428,Not Significant
209116_x_at,0.4179,-2.9107757,Not Significant
212909_at,0.4179,-0.7893599,Not Significant
59375_at,0.4179,-0.7946763,Not Significant
213049_at,0.4179,1.0401037,Not Significant
220327_at,0.4179,-1.0984177,Not Significant
211191_at,0.4179,-0.9494545,Not Significant
212413_at,0.4179,-1.1748691,Not Significant
208841_s_at,0.4179,0.6640711,Not Significant
209330_s_at,0.4179,2.3150026,Not Significant
205300_s_at,0.4179,1.2154749,Not Significant
218069_at,0.4179,-0.6395067,Not Significant
215697_at,0.4179,-0.6161136,Not Significant
201408_at,0.4179,1.060888,Not Significant
203918_at,0.4179,-0.9107901,Not Significant
202266_at,0.4179,2.3318255,Not Significant
201574_at,0.4179,0.8899821,Not Significant
205735_s_at,0.4179,-0.8046504,Not Significant
204899_s_at,0.4179,-0.7807216,Not Significant
201260_s_at,0.4179,1.5015822,Not Significant
32259_at,0.4179,0.6125993,Not Significant
220618_s_at,0.4179,-1.136593,Not Significant
212739_s_at,0.4179,-0.9482483,Not Significant
209109_s_at,0.4179,0.806979,Not Significant
213756_s_at,0.4179,-1.267344,Not Significant
220069_at,0.4179,-0.9713636,Not Significant
211930_at,0.4179,1.1587295,Not Significant
202850_at,0.4179,1.0957907,Not Significant
212843_at,0.4179,1.1907001,Not Significant
212984_at,0.4179,1.6165678,Not Significant
218446_s_at,0.4179,1.0209908,Not Significant
202066_at,0.4179,1.0943609,Not Significant
218990_s_at,0.4179,-1.06868,Not Significant
218375_at,0.4179,0.6325018,Not Significant
221060_s_at,0.4179,-1.2201125,Not Significant
213140_s_at,0.4179,1.026146,Not Significant
221658_s_at,0.4179,-0.9665177,Not Significant
202227_s_at,0.4179,0.7702128,Not Significant
212363_x_at,0.4179,0.8747138,Not Significant
212849_at,0.4179,-1.0658578,Not Significant
206093_x_at,0.4179,-0.6819155,Not Significant
202309_at,0.4179,-0.7911612,Not Significant
207928_s_at,0.4179,1.9539459,Not Significant
218192_at,0.4179,0.8100045,Not Significant
203316_s_at,0.4179,0.8897309,Not Significant
208293_x_at,0.4179,-1.2276439,Not Significant
220023_at,0.4179,-1.1767206,Not Significant
206405_x_at,0.4179,1.0564199,Not Significant
200016_x_at,0.4179,0.6753265,Not Significant
219036_at,0.4179,-0.618757,Not Significant
202596_at,0.4179,1.6297047,Not Significant
216373_at,0.4179,-0.725715,Not Significant
205428_s_at,0.4179,-0.5818424,Not Significant
203706_s_at,0.4179,1.0430209,Not Significant
202228_s_at,0.4179,0.804357,Not Significant
211137_s_at,0.4184,0.6496123,Not Significant
200608_s_at,0.4193,0.9461185,Not Significant
202694_at,0.4193,1.0070488,Not Significant
203438_at,0.4195,1.2799107,Not Significant
211222_s_at,0.4195,-0.8230624,Not Significant
209122_at,0.4197,-0.7806191,Not Significant
216057_at,0.4201,-0.8816813,Not Significant
206210_s_at,0.4201,-0.68663,Not Significant
211596_s_at,0.4201,2.0979388,Not Significant
222059_at,0.4201,-0.8949428,Not Significant
214283_at,0.4209,-0.6215597,Not Significant
207796_x_at,0.4209,-1.2727118,Not Significant
204421_s_at,0.4209,-1.1702182,Not Significant
202935_s_at,0.4209,1.1610314,Not Significant
201845_s_at,0.4209,1.8562785,Not Significant
211667_x_at,0.4209,-0.9028565,Not Significant
214814_at,0.4209,-1.3292495,Not Significant
207395_at,0.4209,-0.8958947,Not Significant
213284_at,0.4209,1.0544612,Not Significant
208242_at,0.4209,-0.8044379,Not Significant
205755_at,0.4209,-0.8325787,Not Significant
221344_at,0.4209,-0.7349212,Not Significant
201803_at,0.4209,1.201379,Not Significant
215867_x_at,0.4209,0.7023087,Not Significant
221242_at,0.4209,-0.6823505,Not Significant
204202_at,0.4209,0.9102723,Not Significant
220580_at,0.4216,-0.6652022,Not Significant
219277_s_at,0.4216,-0.9180017,Not Significant
212037_at,0.4216,0.7953445,Not Significant
215837_x_at,0.4216,-1.5023579,Not Significant
204890_s_at,0.4221,-1.2353599,Not Significant
218437_s_at,0.4221,1.467229,Not Significant
222119_s_at,0.4223,0.9759862,Not Significant
214664_at,0.4251,-1.0167378,Not Significant
221000_s_at,0.4252,1.3636769,Not Significant
209757_s_at,0.4252,-0.8268618,Not Significant
215738_at,0.4252,-0.7813552,Not Significant
212804_s_at,0.4252,0.7835772,Not Significant
206588_at,0.4252,1.2572031,Not Significant
200723_s_at,0.4252,1.6014688,Not Significant
205762_s_at,0.4252,1.4037114,Not Significant
206982_at,0.4252,-1.0169494,Not Significant
217620_s_at,0.4252,1.0837346,Not Significant
218085_at,0.4252,0.9067149,Not Significant
1598_g_at,0.4252,-0.6725128,Not Significant
217387_at,0.4259,1.1313608,Not Significant
201285_at,0.4259,1.8442115,Not Significant
210824_at,0.4259,-0.7627289,Not Significant
217414_x_at,0.4259,-1.572815,Not Significant
214946_x_at,0.4259,-0.9169212,Not Significant
203079_s_at,0.4259,0.9395252,Not Significant
204508_s_at,0.4259,1.2844253,Not Significant
203397_s_at,0.4259,1.2539264,Not Significant
201225_s_at,0.4259,1.1332336,Not Significant
218737_at,0.4259,0.8889266,Not Significant
210338_s_at,0.4271,0.9659323,Not Significant
206151_x_at,0.4274,-0.7406413,Not Significant
214007_s_at,0.428,-0.9016925,Not Significant
210734_x_at,0.4307,-0.7434807,Not Significant
203997_at,0.4316,0.7879786,Not Significant
209876_at,0.4328,-0.9247545,Not Significant
209240_at,0.4328,0.7943311,Not Significant
209046_s_at,0.4328,0.711257,Not Significant
202223_at,0.4328,1.1369177,Not Significant
205121_at,0.4328,-0.9633839,Not Significant
1007_s_at,0.4328,0.6973986,Not Significant
209473_at,0.4328,-0.7228746,Not Significant
211834_s_at,0.4331,-0.6485385,Not Significant
205822_s_at,0.4331,-1.263719,Not Significant
201561_s_at,0.4331,1.3921506,Not Significant
208246_x_at,0.4331,1.347185,Not Significant
208787_at,0.4331,0.7495255,Not Significant
221313_at,0.4331,-0.6392481,Not Significant
215249_at,0.4331,-0.9672216,Not Significant
214975_s_at,0.4331,1.0489393,Not Significant
202521_at,0.4331,0.9727199,Not Significant
221699_s_at,0.4331,0.9582516,Not Significant
210354_at,0.4331,-0.5728979,Not Significant
215078_at,0.4331,-1.1088175,Not Significant
209194_at,0.4331,1.07262,Not Significant
212622_at,0.4331,0.6339062,Not Significant
219803_at,0.4331,-0.8250808,Not Significant
217108_at,0.4331,-0.6843883,Not Significant
214800_x_at,0.4331,0.7594286,Not Significant
203673_at,0.4331,-1.0626048,Not Significant
212931_at,0.4331,0.8712893,Not Significant
216700_at,0.4331,-0.9903233,Not Significant
207272_at,0.4331,-1.3785677,Not Significant
203241_at,0.4331,-0.5675886,Not Significant
208739_x_at,0.4331,1.8438172,Not Significant
211832_s_at,0.4331,-0.7439703,Not Significant
206385_s_at,0.4331,1.6842944,Not Significant
215863_at,0.4331,0.7069059,Not Significant
209127_s_at,0.4331,0.6979714,Not Significant
218016_s_at,0.4331,0.854742,Not Significant
205106_at,0.4331,-0.7267939,Not Significant
220188_at,0.4331,-1.1046879,Not Significant
208990_s_at,0.4331,0.7054294,Not Significant
212919_at,0.4331,1.1417131,Not Significant
211352_s_at,0.4331,-0.6813761,Not Significant
205303_at,0.4331,-1.1402414,Not Significant
212886_at,0.4331,-1.7143777,Not Significant
203403_s_at,0.4331,1.8341964,Not Significant
217208_s_at,0.4331,-0.6723469,Not Significant
200804_at,0.4331,0.8551742,Not Significant
221076_at,0.4331,-1.0823299,Not Significant
204956_at,0.4331,1.1710241,Not Significant
203675_at,0.4331,1.041561,Not Significant
212759_s_at,0.4331,-0.7061341,Not Significant
207615_s_at,0.4331,1.0043833,Not Significant
218362_s_at,0.4331,1.7626875,Not Significant
201832_s_at,0.4331,1.1773032,Not Significant
200037_s_at,0.4331,0.7113086,Not Significant
212202_s_at,0.4331,0.6421067,Not Significant
221834_at,0.4331,1.334076,Not Significant
205919_at,0.4331,-0.9046517,Not Significant
217734_s_at,0.4331,1.3750329,Not Significant
214606_at,0.4331,-0.9572337,Not Significant
209622_at,0.4331,0.6509447,Not Significant
208407_s_at,0.4331,0.6070187,Not Significant
205133_s_at,0.4331,0.6591066,Not Significant
208954_s_at,0.4331,0.9364669,Not Significant
204848_x_at,0.4331,-1.053591,Not Significant
214040_s_at,0.4331,-1.1494253,Not Significant
213728_at,0.4331,1.6329704,Not Significant
219161_s_at,0.4331,0.6417908,Not Significant
221967_at,0.4331,-0.5876369,Not Significant
203533_s_at,0.4331,1.0234757,Not Significant
210510_s_at,0.4331,-0.7669935,Not Significant
214568_at,0.4331,-0.8947552,Not Significant
215357_s_at,0.4331,-0.7639677,Not Significant
221208_s_at,0.4331,1.1327244,Not Significant
205884_at,0.4331,-0.8563256,Not Significant
207208_at,0.4331,-0.9651553,Not Significant
218933_at,0.4331,-0.8049962,Not Significant
201339_s_at,0.4331,0.8760659,Not Significant
202704_at,0.4331,1.1502955,Not Significant
215442_s_at,0.4331,-1.4170457,Not Significant
217609_at,0.4331,-1.295259,Not Significant
201494_at,0.4331,1.1195187,Not Significant
214882_s_at,0.4331,0.7185234,Not Significant
202071_at,0.4331,1.3020742,Not Significant
221109_at,0.4331,-0.7297406,Not Significant
212094_at,0.4331,1.7418831,Not Significant
207366_at,0.4331,-1.7296759,Not Significant
220383_at,0.4331,-0.8417644,Not Significant
214709_s_at,0.4331,1.1405999,Not Significant
202564_x_at,0.4331,-0.5686035,Not Significant
212854_x_at,0.4331,0.7644752,Not Significant
212246_at,0.4331,1.0968645,Not Significant
219110_at,0.4336,1.292094,Not Significant
218248_at,0.4336,1.2285023,Not Significant
210336_x_at,0.4336,-0.5683555,Not Significant
220062_s_at,0.4336,-0.8220675,Not Significant
AFFX-TrpnX-M_at,0.4336,-0.8267516,Not Significant
209662_at,0.435,0.760343,Not Significant
209659_s_at,0.4354,1.4655914,Not Significant
214773_x_at,0.4355,1.1741976,Not Significant
200844_s_at,0.4357,-0.9772764,Not Significant
215043_s_at,0.4357,-0.7139745,Not Significant
203112_s_at,0.4357,2.0096187,Not Significant
202189_x_at,0.4357,1.8857718,Not Significant
211981_at,0.4357,-0.8986388,Not Significant
56821_at,0.4357,-0.6378245,Not Significant
211830_s_at,0.4357,-1.4316507,Not Significant
64418_at,0.4357,1.3699176,Not Significant
214712_at,0.4357,0.9799983,Not Significant
207879_at,0.4357,-1.0919434,Not Significant
212934_at,0.4357,1.4685519,Not Significant
214822_at,0.4374,-0.7758032,Not Significant
AFFX-DapX-5_at,0.4374,-0.6716646,Not Significant
209175_at,0.4374,1.4168927,Not Significant
221271_at,0.4376,-0.7794738,Not Significant
203166_at,0.4376,1.7198842,Not Significant
203962_s_at,0.4384,0.8183603,Not Significant
218753_at,0.4384,1.0742091,Not Significant
203355_s_at,0.4384,2.3550201,Not Significant
207823_s_at,0.4384,-0.7393728,Not Significant
200996_at,0.4384,0.8360038,Not Significant
219732_at,0.4384,-0.6305436,Not Significant
217791_s_at,0.4384,-0.8577184,Not Significant
206271_at,0.4384,-0.6809976,Not Significant
213341_at,0.4384,1.3472487,Not Significant
212179_at,0.4384,0.9477375,Not Significant
218989_x_at,0.4384,1.1429658,Not Significant
218326_s_at,0.4384,0.9923422,Not Significant
215480_at,0.4384,-0.8760172,Not Significant
220147_s_at,0.4384,1.1048004,Not Significant
54632_at,0.4384,0.7007282,Not Significant
206084_at,0.4384,-1.0885486,Not Significant
204900_x_at,0.4384,1.6946375,Not Significant
55692_at,0.4384,0.9980929,Not Significant
210211_s_at,0.4384,0.9091358,Not Significant
210305_at,0.4384,-0.7437201,Not Significant
200862_at,0.4384,1.030497,Not Significant
201229_s_at,0.4384,-0.99253,Not Significant
206145_at,0.4384,0.8573534,Not Significant
202172_at,0.4384,0.8196917,Not Significant
201860_s_at,0.4384,0.6935274,Not Significant
211178_s_at,0.4384,-1.2660415,Not Significant
220172_at,0.4384,1.0364445,Not Significant
206567_s_at,0.4384,0.817084,Not Significant
201917_s_at,0.4384,0.7385151,Not Significant
209856_x_at,0.4384,-0.6967024,Not Significant
218420_s_at,0.4384,-0.831158,Not Significant
204026_s_at,0.4384,0.9659254,Not Significant
219422_at,0.4384,-0.8675867,Not Significant
217810_x_at,0.4384,0.6587808,Not Significant
212585_at,0.4384,0.9946369,Not Significant
220485_s_at,0.4384,0.7272501,Not Significant
200977_s_at,0.4384,0.7865348,Not Significant
213389_at,0.4384,0.8141211,Not Significant
201334_s_at,0.4384,0.9874553,Not Significant
214465_at,0.4384,-1.5016801,Not Significant
210438_x_at,0.4384,1.589171,Not Significant
217287_s_at,0.4384,-0.5961585,Not Significant
210835_s_at,0.4384,0.5854313,Not Significant
221899_at,0.4384,0.5971971,Not Significant
222355_at,0.4384,-0.6874741,Not Significant
213435_at,0.4384,-0.7173956,Not Significant
214855_s_at,0.4384,0.7026617,Not Significant
201384_s_at,0.4384,1.4386431,Not Significant
205390_s_at,0.4384,-1.4933196,Not Significant
216353_s_at,0.4384,-1.1334194,Not Significant
215456_at,0.4384,-0.6347807,Not Significant
210613_s_at,0.4384,-0.9611334,Not Significant
207248_at,0.4384,-0.7087394,Not Significant
219523_s_at,0.4384,-1.3028326,Not Significant
210077_s_at,0.4384,0.8691579,Not Significant
91952_at,0.4384,1.3655038,Not Significant
211490_at,0.4384,-0.6993912,Not Significant
216837_at,0.4384,-0.879726,Not Significant
203337_x_at,0.4384,-1.4406867,Not Significant
209115_at,0.4384,1.0396572,Not Significant
201395_at,0.4384,1.1164818,Not Significant
202937_x_at,0.4384,-0.8089876,Not Significant
220767_at,0.4384,-1.2589887,Not Significant
221835_at,0.4384,-0.8562445,Not Significant
200984_s_at,0.4384,0.7082928,Not Significant
217005_at,0.4384,-1.0099548,Not Significant
211898_s_at,0.4384,-0.7430759,Not Significant
202509_s_at,0.4384,-1.0059612,Not Significant
213720_s_at,0.4384,1.7756573,Not Significant
203073_at,0.4384,-0.6537727,Not Significant
204732_s_at,0.4389,0.9554571,Not Significant
211036_x_at,0.4397,0.7261586,Not Significant
217469_at,0.4397,-0.7650403,Not Significant
222061_at,0.4402,-1.0331473,Not Significant
37512_at,0.4402,-1.0177327,Not Significant
213101_s_at,0.4402,0.6085859,Not Significant
219004_s_at,0.4402,0.8466469,Not Significant
206838_at,0.4402,-0.8372412,Not Significant
207774_at,0.4402,-0.7164425,Not Significant
202006_at,0.4402,1.2768776,Not Significant
214272_at,0.4402,-1.1783014,Not Significant
214790_at,0.4402,1.5245364,Not Significant
200728_at,0.4402,1.0342732,Not Significant
212061_at,0.4402,0.779227,Not Significant
210723_x_at,0.4402,1.2458149,Not Significant
209343_at,0.4402,1.2072596,Not Significant
220734_s_at,0.4402,-0.7538914,Not Significant
217803_at,0.4402,1.0527843,Not Significant
209288_s_at,0.4402,0.6593267,Not Significant
219258_at,0.4402,-0.6953989,Not Significant
216522_at,0.4402,-0.8105044,Not Significant
218331_s_at,0.4402,0.7664902,Not Significant
204825_at,0.4402,1.6342397,Not Significant
217330_at,0.4402,-0.7497729,Not Significant
205260_s_at,0.4402,1.4775267,Not Significant
211797_s_at,0.4402,-1.2928641,Not Significant
203910_at,0.4402,0.6897575,Not Significant
209130_at,0.4402,0.8219644,Not Significant
206490_at,0.4402,-1.1623467,Not Significant
201158_at,0.4402,1.0208401,Not Significant
213505_s_at,0.4405,1.2599478,Not Significant
200935_at,0.4411,-0.8661855,Not Significant
211185_s_at,0.4411,0.6977419,Not Significant
201202_at,0.4426,1.7568471,Not Significant
216419_at,0.4427,-0.75183,Not Significant
201133_s_at,0.4427,1.5564066,Not Significant
202185_at,0.4428,-0.8888032,Not Significant
213085_s_at,0.4428,0.6944531,Not Significant
207667_s_at,0.4428,-0.8019607,Not Significant
208663_s_at,0.4428,1.0964216,Not Significant
214406_s_at,0.4428,-0.7049237,Not Significant
207919_at,0.4428,-0.5914651,Not Significant
206880_at,0.4428,-0.6513865,Not Significant
222146_s_at,0.4428,-0.5394472,Not Significant
204519_s_at,0.4428,-0.8296378,Not Significant
91580_at,0.4428,-1.4463832,Not Significant
218082_s_at,0.4428,0.6081225,Not Significant
37117_at,0.4428,1.1984475,Not Significant
220241_at,0.4428,0.944026,Not Significant
210114_at,0.4428,-1.2000004,Not Significant
213860_x_at,0.4428,0.5873647,Not Significant
204018_x_at,0.4428,-1.1860725,Not Significant
217038_at,0.4428,-0.8167609,Not Significant
211745_x_at,0.4428,-2.2411792,Not Significant
209329_x_at,0.4428,-1.210482,Not Significant
203914_x_at,0.4428,-0.9563425,Not Significant
205497_at,0.4428,0.89459,Not Significant
203384_s_at,0.4428,-0.8510291,Not Significant
216010_x_at,0.4428,-0.822746,Not Significant
216476_at,0.4428,-1.1841653,Not Significant
213804_at,0.4428,-0.7191804,Not Significant
211698_at,0.4428,1.0215959,Not Significant
212350_at,0.4428,-0.8760426,Not Significant
202263_at,0.4428,1.2185724,Not Significant
206953_s_at,0.4428,1.4972614,Not Significant
210265_x_at,0.4428,0.6910588,Not Significant
210157_at,0.4428,-0.7667206,Not Significant
209111_at,0.4428,-0.6210554,Not Significant
210628_x_at,0.4428,0.8625137,Not Significant
200750_s_at,0.4428,2.3450575,Not Significant
